Sentence;Ironic;Quotes;Exclamation;Question;Multiple brackets;Interjections;Markers;Mistakes;P&N;P near N;Max vec dist;Max vec sg dist;Weird markers
Потому что человеку для жизни нужно мегаваты электроэнергии, миллионы тонн нефти, стали, чугуна, цемента, пшеницы, риса, масла, стекла, целлюлозы, пластика, керамики, шерсти и полиэтилена,а когда все это есть, можно еще немножечко вай-фая и GPS в авто.;0;0;0;0;0;0;0;1;0;0;0.2246697308476081;0.7746008634567261;0
Разве это не оскорбляет наших достойнейших чиновников, денно и нощно делающих все для блага страны?;1;0;0;1;0;0;0;0;1;0;0.1164429533808047;0.3975810408592224;0
"Очень часто вижу в интернете, высказывания типа: ""Рашка говно!";1;0;1;0;0;0;0;0;1;0;0.1412525066044582;0.640748143196106;0
Детский труд приносит счастье обществу;1;0;0;0;0;0;0;0;0;0;0.1202416643025019;0.4202139377593994;0
От «да е… ты к…» (приказ уединиться с жителем конюшни) до «вернусь в подвал и пошло оно все в е..я (для москвичей - это замкадье, для остальных - далекие глухие места)».;0;0;0;0;0;0;1;1;0;0;0.1146815409036575;0.5409761071205139;0
Зело бесполезно сие.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
- спросил я у медсестры.;0;0;0;0;0;0;0;0;0;0;0.0218326672793377;0.2733009457588196;0
Ага, видел тебя, лежишь в соседней палате.;0;0;0;0;0;0;0;0;0;0;0.0614582305850864;0.4585018754005432;0
Адвокат Фёдоровой выступил против удовлетворения ходатайства следователя.;0;0;0;0;0;0;0;0;0;0;0.0649858878055392;0.4646082520484924;0
Пьяные русские в грязных цехах разваленного завода, при помощи кувалды собирают свои Жигули, дизайн, которых не менялся уже 40 лет.;0;0;0;0;0;0;0;0;1;0;0.1530270104501203;0.6364723443984985;0
Разрезали на части – здесь аргентинский кокс, там тюрьма для режиссёра, колбаски воровства и масса всего.;0;0;0;0;0;0;0;0;1;1;0.1928133464093249;0.5476922392845154;0
Добавить нечего;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Савченко отправят в Европу http://dneprcity.net/ukraine/savchenko-otpravyat-v-evropu-ch...https://twitter.com/rishikesh_news/status/736831560658341888;0;0;0;0;0;0;0;0;0;0;0.0311034160359674;0.2891024351119995;0
Не самый, кстати, плохой вариант для страны, учитывая то, что высокие шансы на русский престол имел, к примеру, шведский прынц Карл Филипп…;0;0;0;0;0;0;0;1;1;0;0.1374565342468334;0.6094076633453369;0
Куда там Петросяну с его человеком – пчелой и шутками, списанными с наскальных рисунков!;1;0;1;0;0;0;0;0;1;1;0.0779370706549584;0.5278072357177734;0
"В комментариях отписались многие ""покупатели""...";1;1;0;0;0;0;0;1;0;0;0.0351333734727915;0.4079398512840271;0
Ведь, всем же нам доставляет чувство удовлетворения, значимости, самоутверждения и гордости, когда у России в чем-то елдак длиннее!;1;0;1;0;0;0;0;0;0;0;0.1191619087569594;0.6385433673858643;0
Ходячие, быстро по... (ходьба посредством мочеполовой системы) жрать!;0;0;1;0;0;0;0;0;0;0;0.0690831587454129;0.3259159326553345;0
Пора сбросить бомбу на это конченную Рашку!;1;0;1;0;0;0;0;0;0;0;0.0697665642952863;0.4662837982177734;0
Тигры - это всего лишь кошки.;1;0;0;0;0;0;0;0;0;0;0.1094530637646609;0.1116135716438293;0
Волевым решением Паша Шехтман принял нелегкое решение заняться рынком.;1;0;0;0;0;0;0;0;1;1;0.1008961982753307;0.5359981060028076;0
Просто в Екатеринбурге холодно и я подумал, что надо бы поподрывать пуканы для согреву!;0;0;1;0;0;1;1;1;0;0;0.0606263837443075;0.554077684879303;0
Понятно, что кровавый Путен не мог не воспользоваться представившимся шансом, и немедленно обвинил несчастную в собственных преступлениях, чем вызвал невиданное бурление субстанций в западных помойках…;1;0;0;0;0;0;0;1;1;1;0.1892839547894103;0.5377265214920044;0
Герой оказался не дурак, хотя и такое порой случалось.;0;0;0;0;0;0;0;0;1;0;0.0798074014832832;0.4429126381874084;0
"Платный туалет на ""Балтах"".";0;0;0;0;0;0;0;1;0;0;0.0334440503480253;0.0;0
Закадровый голос вещает цитаты из Толстого и почему-то Достоевского.;0;0;0;0;0;0;0;0;0;0;0.0919183022743107;0.3346840739250183;0
Регион загибается, ни дорог, ни мостов нету, а ОНИ деньги народные на такую ерунду тратят!;0;0;1;0;0;0;0;0;0;0;0.1306223660329805;0.5692554712295532;0
Мы создали игру, в которую играют миллиарды!;1;0;1;0;0;0;0;0;0;0;0.0811415808536362;0.4227416515350342;0
Богиня Равноправия Женщин хоть и получила в последнее время много последователей, но все же много ее непорочных приспешниц рискуют попасть в мифический мир где они они обещаны мужчинам.;1;0;0;0;0;0;0;0;1;1;0.2237827624551458;0.6592668294906616;0
Че сразу для баб-то?;0;0;0;1;0;0;0;0;0;0;0.0;0.0;0
Пруф: https://lenta.ru/news/2017/12/04/ukrainerailway/;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
А свой народ в дерьме живёт, в городах ещё хоть как-то, а вот в посёлках совсем беда.;0;0;0;0;0;0;0;0;1;1;0.1440313933877283;0.4909781813621521;0
Сначала вредные немцы не пускали Сулеймана в бизнес, роли хорошие зажимали и нетолерантность практиковали.;1;0;0;0;0;0;0;1;1;0;0.100188838974407;0.5758634209632874;0
Вот были деревянные окна.;0;0;0;0;0;0;0;0;0;0;0.0960152267484689;0.4187728762626648;0
Всю дорогу нам не давали скучать весёлые местные водители, не отпускающие клаксон, обгоняющие нас по встречке, через две сплошные, и не менее веселые водители, идущие встречным курсом на таран.;1;0;0;0;0;0;0;1;1;1;0.1905373821169652;0.7279170751571655;0
- Объединиться и ударить сразу, по нескольким фронтам одновременно.;0;0;0;0;0;0;0;0;1;0;-2.220446049250313e-16;5.960464477539065e-08;0
